timestamp,object_id,size_gb,data_type,reads_last_7d,recency_days,cost_per_gb,latency_requirement_ms,cloud_location,future_tier_label
2025-01-27T00:00:00.000,OBJ_0214,34.03,LOGS,314,0,0.0157,94,us-west-2,HOT
2025-04-01T00:00:00.000,OBJ_0573,39.3,GENERAL_USER,37,1,0.0403,135,us-east-1,WARM
2025-05-12T00:00:00.000,OBJ_0928,571.51,DB_TRANS,179,0,0.0784,35,us-west-2,HOT
2025-06-15T00:00:00.000,OBJ_0758,15.07,GENERAL_USER,34,0,0.01,173,eu-west-1,WARM
2025-03-11T00:00:00.000,OBJ_0842,10.13,DB_TRANS,207,0,0.072,38,us-west-2,HOT
2025-04-01T00:00:00.000,OBJ_0578,5.94,DB_TRANS,206,0,0.105,10,us-east-1,HOT
2025-07-11T00:00:00.000,OBJ_0968,51.41,DB_TRANS,16,0,0.0754,24,us-east-1,WARM
2025-05-12T00:00:00.000,OBJ_1206,19.05,DB_TRANS,51,0,0.0802,47,us-east-1,WARM
2025-07-09T00:00:00.000,OBJ_0602,201.22,ARCHIVE_DOC,37,2,0.0073,355,us-west-2,WARM
2025-07-27T00:00:00.000,OBJ_0975,3.21,LOGS,21,0,0.0141,67,us-east-1,WARM
2025-05-13T00:00:00.000,OBJ_1388,57.28,ARCHIVE_DOC,11,0,0.0073,327,us-west-2,WARM
2025-02-05T00:00:00.000,OBJ_0138,184.99,GENERAL_USER,158,0,0.0409,60,us-east-1,HOT
2025-04-08T00:00:00.000,OBJ_0176,55.67,LOGS,36,0,0.0115,75,ap-southeast-1,WARM
2025-08-11T00:00:00.000,OBJ_0094,30.32,LOGS,11,0,0.0095,78,eu-west-1,WARM
2025-06-02T00:00:00.000,OBJ_0793,8.04,DB_TRANS,16,3,0.0278,6,eu-west-1,WARM
2025-03-11T00:00:00.000,OBJ_0859,141.09,DB_TRANS,278,0,0.0717,18,us-east-1,HOT
2025-01-16T00:00:00.000,OBJ_0475,37.58,LOGS,426,0,0.0096,77,us-west-2,HOT
2025-03-21T00:00:00.000,OBJ_0030,22.14,LOGS,51,1,0.0162,80,us-east-1,WARM
2025-07-14T00:00:00.000,OBJ_1321,120.85,LOGS,21,1,0.012,101,us-east-1,WARM
2025-02-20T00:00:00.000,OBJ_0740,3.45,LOGS,308,0,0.005,82,us-west-2,HOT
2025-03-08T00:00:00.000,OBJ_0607,8.44,DB_TRANS,94,0,0.0314,18,us-west-2,HOT
2025-02-26T00:00:00.000,OBJ_0345,77.33,LOGS,182,0,0.0169,75,us-east-1,HOT
2025-05-17T00:00:00.000,OBJ_0867,90.17,GENERAL_USER,11,4,0.0415,125,us-east-1,WARM
2025-03-22T00:00:00.000,OBJ_0892,270.43,DB_TRANS,335,0,0.0444,41,us-east-1,HOT
2025-06-10T00:00:00.000,OBJ_0865,30.52,GENERAL_USER,7,5,0.046,24,us-west-2,WARM
2025-06-27T00:00:00.000,OBJ_0026,9.71,GENERAL_USER,17,0,0.0276,41,ap-southeast-1,WARM
2025-04-17T00:00:00.000,OBJ_0728,24.3,DB_TRANS,19,1,0.0655,48,us-east-1,COLD
2025-07-06T00:00:00.000,OBJ_0629,281.83,LOGS,12,0,0.017,100,ap-southeast-1,WARM
2025-08-16T00:00:00.000,OBJ_1121,323.94,LOGS,9,3,0.0067,145,ap-southeast-1,WARM
2025-05-20T00:00:00.000,OBJ_0962,73.32,DB_TRANS,99,0,0.0332,5,eu-west-1,WARM
2025-04-10T00:00:00.000,OBJ_0263,11.74,LOGS,23,0,0.0072,68,eu-west-1,WARM
2025-07-10T00:00:00.000,OBJ_0196,14.5,DB_TRANS,1,0,0.0799,29,us-east-1,WARM
2025-06-06T00:00:00.000,OBJ_1198,76.39,LOGS,15,0,0.0093,65,eu-west-1,WARM
2025-02-15T00:00:00.000,OBJ_1040,682.59,GENERAL_USER,129,0,0.0119,61,us-east-1,HOT
2025-08-06T00:00:00.000,OBJ_1097,2.73,LOGS,19,0,0.0172,144,us-east-1,WARM
2025-04-02T00:00:00.000,OBJ_1465,132.01,LOGS,87,0,0.0151,102,us-east-1,HOT
2025-05-01T00:00:00.000,OBJ_0067,245.99,LOGS,8,2,0.0096,138,us-east-1,WARM
2025-06-03T00:00:00.000,OBJ_0009,123.2,DB_TRANS,6,3,0.065,25,us-east-1,WARM
2025-05-09T00:00:00.000,OBJ_1027,65.37,GENERAL_USER,30,1,0.0234,175,us-west-2,WARM
2025-06-20T00:00:00.000,OBJ_1199,422.51,DB_TRANS,3,0,0.0935,40,eu-west-1,WARM
2025-05-23T00:00:00.000,OBJ_0162,310.41,ARCHIVE_DOC,14,1,0.0026,496,us-west-2,WARM
2025-06-16T00:00:00.000,OBJ_1370,42.12,LOGS,37,1,0.0065,111,us-east-1,WARM
2025-06-14T00:00:00.000,OBJ_0198,59.58,ARCHIVE_DOC,20,1,0.0024,120,us-east-1,WARM
2025-05-16T00:00:00.000,OBJ_1098,215.83,LOGS,244,0,0.0179,141,us-west-2,HOT
2025-05-02T00:00:00.000,OBJ_1208,6.66,LOGS,42,1,0.0089,140,us-east-1,WARM
2025-05-23T00:00:00.000,OBJ_0397,416.05,DB_TRANS,17,0,0.0495,45,us-west-2,WARM
2025-04-08T00:00:00.000,OBJ_0181,15.09,DB_TRANS,11,3,0.1093,23,us-east-1,WARM
2025-05-03T00:00:00.000,OBJ_1345,5.89,LOGS,14,3,0.0141,146,us-east-1,WARM
2025-04-07T00:00:00.000,OBJ_0913,581.83,LOGS,10,0,0.0198,61,eu-west-1,WARM
2025-04-04T00:00:00.000,OBJ_0171,16.06,GENERAL_USER,12,0,0.0296,91,us-west-2,COLD
2025-01-25T00:00:00.000,OBJ_0437,6.89,DB_TRANS,204,0,0.0705,29,eu-west-1,HOT
2025-01-26T00:00:00.000,OBJ_1289,2.16,GENERAL_USER,302,0,0.0319,21,us-west-2,HOT
2025-07-12T00:00:00.000,OBJ_0867,90.17,GENERAL_USER,6,0,0.0415,125,us-east-1,WARM
2025-03-27T00:00:00.000,OBJ_0262,0.42,DB_TRANS,350,0,0.051,24,us-west-2,HOT
2025-04-23T00:00:00.000,OBJ_0426,12.84,LOGS,290,0,0.0086,72,eu-west-1,HOT
2025-03-07T00:00:00.000,OBJ_1201,28.67,ARCHIVE_DOC,59,0,0.0049,473,us-east-1,WARM
2025-08-16T00:00:00.000,OBJ_0477,87.08,LOGS,26,0,0.0142,132,us-east-1,WARM
2025-06-26T00:00:00.000,OBJ_1482,728.11,LOGS,3,0,0.0139,58,us-west-2,WARM
2025-07-25T00:00:00.000,OBJ_0856,15.67,DB_TRANS,20,0,0.0933,17,eu-west-1,WARM
2025-07-09T00:00:00.000,OBJ_0320,63.15,DB_TRANS,9,3,0.1116,46,ap-southeast-1,WARM
2025-04-05T00:00:00.000,OBJ_0139,8.62,GENERAL_USER,307,0,0.0115,49,us-east-1,HOT
2025-08-16T00:00:00.000,OBJ_0488,685.89,LOGS,18,1,0.0136,81,us-west-2,WARM
2025-08-19T00:00:00.000,OBJ_1348,7.03,DB_TRANS,19,4,0.0618,9,ap-southeast-1,WARM
2025-07-17T00:00:00.000,OBJ_1182,216.47,LOGS,13,0,0.0063,150,eu-west-1,WARM
2025-02-13T00:00:00.000,OBJ_0329,140.12,DB_TRANS,624,0,0.0488,27,ap-southeast-1,HOT
2025-06-16T00:00:00.000,OBJ_1343,325.7,ARCHIVE_DOC,14,3,0.005,207,us-west-2,WARM
2025-05-14T00:00:00.000,OBJ_0217,38.27,GENERAL_USER,109,0,0.0132,100,eu-west-1,HOT
2025-06-18T00:00:00.000,OBJ_0450,49.7,LOGS,15,1,0.0056,57,us-east-1,WARM
2025-04-29T00:00:00.000,OBJ_1362,65.32,LOGS,14,0,0.0143,57,us-east-1,COLD
2025-08-19T00:00:00.000,OBJ_0867,90.17,GENERAL_USER,6,1,0.0415,125,us-east-1,WARM
2025-02-11T00:00:00.000,OBJ_1157,1601.43,GENERAL_USER,88,0,0.008,108,ap-southeast-1,HOT
2025-03-30T00:00:00.000,OBJ_1064,31.7,DB_TRANS,32,1,0.052,17,eu-west-1,WARM
2025-03-11T00:00:00.000,OBJ_0727,91.96,DB_TRANS,217,0,0.0266,22,us-west-2,HOT
2025-08-09T00:00:00.000,OBJ_1313,126.05,DB_TRANS,22,0,0.0205,5,eu-west-1,WARM
2025-01-12T00:00:00.000,OBJ_0833,17.26,DB_TRANS,423,0,0.0878,19,us-east-1,HOT
2025-04-23T00:00:00.000,OBJ_0711,47.23,DB_TRANS,18,0,0.0875,48,us-west-2,WARM
2025-08-04T00:00:00.000,OBJ_0861,5.62,DB_TRANS,14,3,0.0931,12,us-east-1,WARM
2025-07-24T00:00:00.000,OBJ_1492,23.42,GENERAL_USER,14,1,0.0352,149,eu-west-1,WARM
2025-07-06T00:00:00.000,OBJ_0142,4.9,GENERAL_USER,35,1,0.0474,27,us-east-1,WARM
2025-04-29T00:00:00.000,OBJ_0241,45.97,DB_TRANS,19,0,0.0997,49,ap-southeast-1,WARM
2025-02-19T00:00:00.000,OBJ_0260,13.59,DB_TRANS,407,0,0.0346,32,us-east-1,HOT
2025-04-24T00:00:00.000,OBJ_0308,124.05,GENERAL_USER,82,0,0.0192,147,us-east-1,WARM
2025-06-27T00:00:00.000,OBJ_0249,100.23,GENERAL_USER,15,2,0.0259,78,us-west-2,WARM
2025-04-28T00:00:00.000,OBJ_1142,43.59,LOGS,14,1,0.0175,148,us-west-2,WARM
2025-06-28T00:00:00.000,OBJ_1352,123.0,GENERAL_USER,7,0,0.0199,28,eu-west-1,WARM
2025-06-10T00:00:00.000,OBJ_0006,583.37,ARCHIVE_DOC,48,2,0.0063,401,us-east-1,WARM
2025-06-10T00:00:00.000,OBJ_1015,73.47,DB_TRANS,24,0,0.0377,23,us-west-2,WARM
2025-05-03T00:00:00.000,OBJ_0888,132.42,LOGS,18,2,0.0074,120,eu-west-1,WARM
2025-02-16T00:00:00.000,OBJ_1014,738.0,GENERAL_USER,78,0,0.0224,180,eu-west-1,HOT
2025-06-25T00:00:00.000,OBJ_0674,6.61,GENERAL_USER,7,0,0.033,152,ap-southeast-1,WARM
2025-07-15T00:00:00.000,OBJ_1341,54.85,DB_TRANS,7,0,0.1011,10,us-east-1,COLD
2025-08-14T00:00:00.000,OBJ_0232,58.46,DB_TRANS,32,0,0.1166,10,ap-southeast-1,COLD
2025-07-15T00:00:00.000,OBJ_0606,17.1,GENERAL_USER,7,0,0.0444,154,us-east-1,WARM
2025-06-06T00:00:00.000,OBJ_0702,18.98,GENERAL_USER,4,3,0.0145,151,ap-southeast-1,WARM
2025-07-28T00:00:00.000,OBJ_0549,22.07,GENERAL_USER,19,1,0.0262,34,us-east-1,WARM
2025-02-13T00:00:00.000,OBJ_0254,5.59,LOGS,150,0,0.0085,76,us-east-1,HOT
2025-05-20T00:00:00.000,OBJ_1059,31.31,GENERAL_USER,18,1,0.0375,120,eu-west-1,WARM
2025-01-22T00:00:00.000,OBJ_1102,1252.08,LOGS,151,0,0.017,135,us-east-1,HOT
2025-06-02T00:00:00.000,OBJ_0563,33.48,DB_TRANS,10,1,0.0838,12,us-east-1,WARM
2025-04-18T00:00:00.000,OBJ_1222,141.27,GENERAL_USER,21,0,0.0456,173,us-east-1,WARM
2025-02-28T00:00:00.000,OBJ_0515,169.54,GENERAL_USER,431,0,0.0153,186,us-east-1,HOT
2025-03-23T00:00:00.000,OBJ_1212,18.59,ARCHIVE_DOC,227,0,0.0049,466,us-east-1,HOT
2025-04-08T00:00:00.000,OBJ_0946,5.54,LOGS,9,0,0.0157,140,ap-southeast-1,WARM
2025-05-06T00:00:00.000,OBJ_0390,14.19,GENERAL_USER,185,0,0.0348,158,ap-southeast-1,HOT
2025-04-08T00:00:00.000,OBJ_1471,21.87,GENERAL_USER,14,1,0.0159,36,us-east-1,COLD
2025-02-16T00:00:00.000,OBJ_0363,99.74,LOGS,186,0,0.0063,69,us-east-1,HOT
2025-08-04T00:00:00.000,OBJ_0938,78.7,ARCHIVE_DOC,16,1,0.0073,355,us-east-1,WARM
2025-08-11T00:00:00.000,OBJ_0589,15.12,LOGS,13,3,0.0054,113,us-east-1,WARM
2025-04-07T00:00:00.000,OBJ_0048,91.42,LOGS,34,2,0.0152,79,us-east-1,WARM
2025-07-12T00:00:00.000,OBJ_0130,5.33,LOGS,13,1,0.0076,146,us-east-1,WARM
2025-03-09T00:00:00.000,OBJ_1494,551.79,DB_TRANS,20,0,0.0628,41,us-east-1,WARM
2025-04-08T00:00:00.000,OBJ_0626,12.37,LOGS,39,1,0.0169,150,us-east-1,WARM
2025-04-02T00:00:00.000,OBJ_0811,28.23,LOGS,235,0,0.0052,107,us-west-2,HOT
2025-07-09T00:00:00.000,OBJ_1160,1.29,GENERAL_USER,40,0,0.0095,140,us-east-1,COLD
2025-04-04T00:00:00.000,OBJ_0965,473.51,ARCHIVE_DOC,465,0,0.0044,249,eu-west-1,HOT
2025-07-07T00:00:00.000,OBJ_0338,101.43,GENERAL_USER,16,0,0.0115,110,us-east-1,WARM
2025-05-30T00:00:00.000,OBJ_0289,21.45,DB_TRANS,45,0,0.0302,45,us-east-1,WARM
2025-03-22T00:00:00.000,OBJ_1390,108.85,GENERAL_USER,36,0,0.0473,82,us-east-1,WARM
2025-04-17T00:00:00.000,OBJ_0427,152.79,DB_TRANS,66,0,0.1049,12,us-west-2,WARM
2025-07-20T00:00:00.000,OBJ_0251,216.33,ARCHIVE_DOC,0,0,0.0071,238,us-west-2,WARM
2025-06-29T00:00:00.000,OBJ_0073,570.76,DB_TRANS,21,2,0.0434,45,us-west-2,WARM
2025-02-15T00:00:00.000,OBJ_0776,18.34,LOGS,147,0,0.0143,125,eu-west-1,HOT
2025-06-27T00:00:00.000,OBJ_1218,15.6,DB_TRANS,30,0,0.0877,42,us-west-2,WARM
2025-05-04T00:00:00.000,OBJ_1151,2.16,LOGS,19,0,0.0182,96,us-west-2,WARM
2025-06-13T00:00:00.000,OBJ_0734,255.63,DB_TRANS,14,0,0.0261,8,us-west-2,WARM
2025-07-22T00:00:00.000,OBJ_0017,87.48,ARCHIVE_DOC,24,1,0.0014,481,us-east-1,WARM
2025-06-12T00:00:00.000,OBJ_0264,37.38,GENERAL_USER,20,0,0.0467,188,eu-west-1,WARM
2025-03-27T00:00:00.000,OBJ_1206,19.05,DB_TRANS,356,0,0.0802,47,us-east-1,HOT
2025-04-16T00:00:00.000,OBJ_1076,5.29,LOGS,13,2,0.0132,126,us-west-2,WARM
2025-03-05T00:00:00.000,OBJ_0678,222.19,LOGS,41,0,0.007,92,eu-west-1,WARM
2025-02-23T00:00:00.000,OBJ_1273,33.97,DB_TRANS,80,0,0.0785,34,us-west-2,HOT
2025-02-09T00:00:00.000,OBJ_1272,10.61,DB_TRANS,273,0,0.0598,47,us-east-1,HOT
2025-04-12T00:00:00.000,OBJ_0544,1.34,LOGS,147,0,0.0071,134,us-east-1,HOT
2025-04-18T00:00:00.000,OBJ_0260,13.59,DB_TRANS,31,1,0.0346,32,us-east-1,WARM
2025-04-23T00:00:00.000,OBJ_0806,76.19,LOGS,69,0,0.0154,137,us-west-2,WARM
2025-06-14T00:00:00.000,OBJ_0975,3.21,LOGS,22,0,0.0141,67,us-east-1,WARM
2025-04-30T00:00:00.000,OBJ_0533,8.88,DB_TRANS,311,0,0.0841,18,us-east-1,HOT
2025-06-02T00:00:00.000,OBJ_0960,143.18,DB_TRANS,56,0,0.0737,49,us-east-1,WARM
2025-06-26T00:00:00.000,OBJ_0300,15.74,GENERAL_USER,2,2,0.0407,35,us-east-1,WARM
2025-06-24T00:00:00.000,OBJ_0189,5.63,DB_TRANS,8,5,0.0462,18,us-east-1,WARM
2025-08-11T00:00:00.000,OBJ_0328,139.24,DB_TRANS,21,3,0.0833,42,ap-southeast-1,WARM
2025-07-10T00:00:00.000,OBJ_0545,16.52,GENERAL_USER,9,0,0.0268,60,eu-west-1,WARM
2025-06-18T00:00:00.000,OBJ_0779,138.52,LOGS,11,2,0.0178,74,us-west-2,WARM
2025-02-24T00:00:00.000,OBJ_0445,149.08,GENERAL_USER,109,0,0.0378,128,ap-southeast-1,WARM
2025-04-28T00:00:00.000,OBJ_1237,23.8,LOGS,169,0,0.0113,128,ap-southeast-1,HOT
2025-05-01T00:00:00.000,OBJ_1300,20.04,LOGS,14,0,0.0082,54,us-west-2,WARM
2025-03-26T00:00:00.000,OBJ_0658,73.49,LOGS,16,0,0.0139,56,us-east-1,WARM
2025-04-09T00:00:00.000,OBJ_0163,15.94,LOGS,39,0,0.0056,89,us-east-1,WARM
2025-07-19T00:00:00.000,OBJ_0104,42.87,GENERAL_USER,15,0,0.0407,152,us-east-1,WARM
2025-07-29T00:00:00.000,OBJ_0604,101.51,DB_TRANS,25,0,0.1163,20,us-west-2,WARM
2025-07-23T00:00:00.000,OBJ_1436,37.6,LOGS,37,0,0.0083,87,eu-west-1,WARM
2025-07-26T00:00:00.000,OBJ_0449,11.15,DB_TRANS,15,4,0.0816,9,us-west-2,WARM
2025-06-25T00:00:00.000,OBJ_1085,104.07,DB_TRANS,45,1,0.0945,45,us-west-2,WARM
2025-05-31T00:00:00.000,OBJ_0067,245.99,LOGS,10,1,0.0096,138,us-east-1,WARM
2025-03-18T00:00:00.000,OBJ_0745,18.38,GENERAL_USER,325,0,0.0286,79,us-west-2,HOT
2025-01-28T00:00:00.000,OBJ_1063,4.02,GENERAL_USER,479,0,0.0343,194,us-east-1,HOT
2025-05-11T00:00:00.000,OBJ_0343,25.52,LOGS,9,0,0.0139,50,eu-west-1,COLD
2025-06-18T00:00:00.000,OBJ_1333,510.86,DB_TRANS,4,3,0.1165,41,us-east-1,WARM
2025-06-28T00:00:00.000,OBJ_1303,17.57,DB_TRANS,10,0,0.0457,10,eu-west-1,WARM
2025-08-04T00:00:00.000,OBJ_0183,112.59,GENERAL_USER,3,4,0.0213,96,us-west-2,COLD
2025-08-20T00:00:00.000,OBJ_1096,61.43,ARCHIVE_DOC,12,0,0.0025,399,us-east-1,WARM
2025-07-24T00:00:00.000,OBJ_1236,676.24,LOGS,4,1,0.0081,114,eu-west-1,WARM
2025-04-14T00:00:00.000,OBJ_0325,8.83,DB_TRANS,430,0,0.0853,24,us-west-2,HOT
2025-06-21T00:00:00.000,OBJ_0666,37.25,ARCHIVE_DOC,19,0,0.0067,142,us-east-1,WARM
2025-05-08T00:00:00.000,OBJ_1009,24.46,LOGS,57,0,0.0119,93,us-east-1,WARM
2025-08-06T00:00:00.000,OBJ_0649,155.14,DB_TRANS,17,0,0.023,33,eu-west-1,WARM
2025-04-24T00:00:00.000,OBJ_0366,76.41,DB_TRANS,152,0,0.0974,22,eu-west-1,HOT
2025-03-06T00:00:00.000,OBJ_0380,15.49,LOGS,80,0,0.0133,72,us-east-1,HOT
2025-06-07T00:00:00.000,OBJ_0811,28.23,LOGS,27,1,0.0052,107,us-west-2,WARM
2025-03-29T00:00:00.000,OBJ_0784,126.43,GENERAL_USER,20,0,0.0494,135,us-east-1,WARM
2025-06-10T00:00:00.000,OBJ_0643,5.73,DB_TRANS,38,0,0.0435,32,us-east-1,WARM
2025-06-07T00:00:00.000,OBJ_0095,6.08,DB_TRANS,8,0,0.083,50,ap-southeast-1,WARM
2025-07-26T00:00:00.000,OBJ_0824,27.99,LOGS,24,1,0.0175,83,us-west-2,WARM
2025-03-13T00:00:00.000,OBJ_1255,8.9,GENERAL_USER,116,0,0.0438,79,ap-southeast-1,HOT
2025-06-29T00:00:00.000,OBJ_0559,29.04,DB_TRANS,33,2,0.0693,21,us-east-1,WARM
2025-04-04T00:00:00.000,OBJ_1280,66.71,LOGS,40,0,0.0104,127,us-east-1,WARM
2025-05-26T00:00:00.000,OBJ_1183,5.18,LOGS,108,0,0.0076,142,us-east-1,WARM
2025-03-19T00:00:00.000,OBJ_1268,18.11,DB_TRANS,47,0,0.0699,43,us-west-2,WARM
2025-05-20T00:00:00.000,OBJ_0676,10.32,LOGS,21,1,0.0187,115,ap-southeast-1,COLD
2025-05-29T00:00:00.000,OBJ_1206,19.05,DB_TRANS,13,0,0.0802,47,us-east-1,WARM
2025-06-20T00:00:00.000,OBJ_0627,45.21,LOGS,36,0,0.0063,138,ap-southeast-1,WARM
2025-06-06T00:00:00.000,OBJ_0904,72.72,LOGS,10,0,0.0194,110,ap-southeast-1,WARM
2025-03-31T00:00:00.000,OBJ_0043,34.76,GENERAL_USER,136,0,0.0211,33,us-west-2,HOT
2025-07-23T00:00:00.000,OBJ_0913,581.83,LOGS,16,0,0.0198,61,eu-west-1,COLD
2025-04-10T00:00:00.000,OBJ_1110,41.02,DB_TRANS,361,0,0.0354,30,eu-west-1,HOT
2025-05-08T00:00:00.000,OBJ_0343,25.52,LOGS,20,0,0.0139,50,eu-west-1,WARM
2025-02-12T00:00:00.000,OBJ_0174,82.68,LOGS,93,0,0.0075,82,ap-southeast-1,HOT
2025-06-14T00:00:00.000,OBJ_1374,496.09,ARCHIVE_DOC,13,0,0.0078,269,us-east-1,WARM
2025-07-03T00:00:00.000,OBJ_0765,19.02,GENERAL_USER,6,1,0.0084,112,ap-southeast-1,WARM
2025-03-05T00:00:00.000,OBJ_1003,20.69,LOGS,43,1,0.0073,84,us-west-2,WARM
2025-06-21T00:00:00.000,OBJ_0422,37.58,DB_TRANS,33,0,0.0205,18,us-west-2,WARM
2025-07-30T00:00:00.000,OBJ_1097,2.73,LOGS,13,0,0.0172,144,us-east-1,WARM
2025-08-21T00:00:00.000,OBJ_0402,55.03,LOGS,13,0,0.0167,133,eu-west-1,WARM
2025-05-05T00:00:00.000,OBJ_0561,1227.95,GENERAL_USER,308,0,0.0182,119,ap-southeast-1,HOT
2025-04-08T00:00:00.000,OBJ_0347,6.61,LOGS,146,0,0.0088,67,us-east-1,HOT
2025-04-28T00:00:00.000,OBJ_0684,8.73,ARCHIVE_DOC,94,0,0.0054,259,us-east-1,WARM
2025-03-05T00:00:00.000,OBJ_1245,8.71,LOGS,39,0,0.009,65,us-west-2,WARM
2025-08-05T00:00:00.000,OBJ_1334,68.24,LOGS,18,1,0.0195,80,ap-southeast-1,WARM
2025-07-03T00:00:00.000,OBJ_0275,109.2,GENERAL_USER,26,3,0.0245,147,us-east-1,WARM
2025-05-16T00:00:00.000,OBJ_1025,105.06,LOGS,42,0,0.0095,67,us-west-2,WARM
2025-08-17T00:00:00.000,OBJ_1304,122.09,DB_TRANS,12,1,0.1027,22,us-east-1,WARM
2025-06-12T00:00:00.000,OBJ_0055,220.73,LOGS,7,0,0.0167,134,us-west-2,WARM
2025-06-16T00:00:00.000,OBJ_1236,676.24,LOGS,5,0,0.0081,114,eu-west-1,WARM
2025-07-15T00:00:00.000,OBJ_0600,169.95,ARCHIVE_DOC,10,0,0.0043,256,eu-west-1,WARM
2025-07-12T00:00:00.000,OBJ_1357,98.27,DB_TRANS,24,3,0.0664,19,us-west-2,WARM
2025-01-17T00:00:00.000,OBJ_0989,56.85,GENERAL_USER,388,0,0.0414,81,us-east-1,HOT
2025-04-22T00:00:00.000,OBJ_0737,238.42,LOGS,134,0,0.0095,107,eu-west-1,HOT
2025-04-14T00:00:00.000,OBJ_0359,15.79,LOGS,39,1,0.014,59,eu-west-1,WARM
2025-08-16T00:00:00.000,OBJ_0394,320.27,LOGS,32,0,0.0052,80,ap-southeast-1,WARM
2025-02-11T00:00:00.000,OBJ_0569,32.22,LOGS,330,0,0.0131,82,us-west-2,HOT
2025-08-14T00:00:00.000,OBJ_0948,50.99,LOGS,12,3,0.0181,124,us-west-2,WARM
2025-05-05T00:00:00.000,OBJ_0959,106.86,GENERAL_USER,39,0,0.0302,189,us-east-1,WARM
2025-06-07T00:00:00.000,OBJ_1396,7.24,LOGS,15,1,0.013,63,us-west-2,WARM
2025-05-18T00:00:00.000,OBJ_0426,12.84,LOGS,72,0,0.0086,72,eu-west-1,WARM
2025-06-03T00:00:00.000,OBJ_0239,196.1,GENERAL_USER,28,1,0.0126,80,ap-southeast-1,COLD
2025-06-06T00:00:00.000,OBJ_1131,102.81,GENERAL_USER,11,2,0.0297,142,us-east-1,WARM
2025-07-21T00:00:00.000,OBJ_0225,279.62,DB_TRANS,19,1,0.1125,9,us-east-1,WARM
2025-04-10T00:00:00.000,OBJ_1102,1252.08,LOGS,16,1,0.017,135,us-east-1,WARM
2025-07-06T00:00:00.000,OBJ_0510,81.92,LOGS,17,2,0.0061,66,eu-west-1,WARM
2025-07-22T00:00:00.000,OBJ_1272,10.61,DB_TRANS,205,0,0.0598,47,us-east-1,WARM
2025-05-20T00:00:00.000,OBJ_1331,339.73,DB_TRANS,7,4,0.0697,26,ap-southeast-1,WARM
2025-04-05T00:00:00.000,OBJ_1053,80.72,GENERAL_USER,28,1,0.0138,56,ap-southeast-1,WARM
2025-07-29T00:00:00.000,OBJ_1127,17.61,DB_TRANS,7,1,0.0886,20,ap-southeast-1,WARM
2025-08-05T00:00:00.000,OBJ_1472,44.66,LOGS,1,4,0.0066,77,us-west-2,COLD
2025-05-14T00:00:00.000,OBJ_0138,184.99,GENERAL_USER,22,2,0.0409,60,us-east-1,WARM
2025-05-29T00:00:00.000,OBJ_1353,170.5,LOGS,104,0,0.0096,71,eu-west-1,HOT
2025-07-25T00:00:00.000,OBJ_0919,73.05,DB_TRANS,18,0,0.0753,39,us-east-1,WARM
2025-04-19T00:00:00.000,OBJ_0484,17.56,LOGS,106,0,0.0055,136,us-west-2,HOT
2025-04-04T00:00:00.000,OBJ_0809,14.27,ARCHIVE_DOC,59,0,0.0079,467,ap-southeast-1,WARM
2025-04-18T00:00:00.000,OBJ_0459,9.05,LOGS,47,1,0.0145,95,ap-southeast-1,WARM
2025-06-23T00:00:00.000,OBJ_1421,272.81,LOGS,0,8,0.0122,120,eu-west-1,WARM
2025-07-16T00:00:00.000,OBJ_1254,344.3,LOGS,19,0,0.0068,119,eu-west-1,WARM
2025-03-10T00:00:00.000,OBJ_0506,22.45,ARCHIVE_DOC,228,0,0.0032,268,us-west-2,HOT
2025-07-17T00:00:00.000,OBJ_1215,354.82,LOGS,22,0,0.0128,118,us-east-1,WARM
2025-06-05T00:00:00.000,OBJ_0399,349.58,LOGS,14,0,0.0116,148,us-west-2,WARM
2025-07-28T00:00:00.000,OBJ_0023,6.44,ARCHIVE_DOC,16,1,0.0073,477,us-west-2,WARM
2025-06-10T00:00:00.000,OBJ_1123,9.83,GENERAL_USER,28,5,0.0154,28,us-west-2,WARM
2025-08-16T00:00:00.000,OBJ_0846,84.25,GENERAL_USER,6,3,0.0246,179,us-west-2,WARM
2025-07-10T00:00:00.000,OBJ_1093,59.02,DB_TRANS,3,0,0.0458,41,ap-southeast-1,HOT
2025-05-03T00:00:00.000,OBJ_0793,8.04,DB_TRANS,15,2,0.0278,6,eu-west-1,WARM
2025-04-12T00:00:00.000,OBJ_0256,365.17,DB_TRANS,11,1,0.1017,23,us-east-1,WARM
2025-08-04T00:00:00.000,OBJ_1100,243.96,DB_TRANS,12,0,0.0208,28,us-east-1,COLD
2025-03-24T00:00:00.000,OBJ_1017,26.42,DB_TRANS,29,1,0.1046,34,ap-southeast-1,WARM
2025-05-05T00:00:00.000,OBJ_0379,16.24,LOGS,300,0,0.0159,80,us-east-1,HOT
2025-05-13T00:00:00.000,OBJ_1017,26.42,DB_TRANS,28,1,0.1046,34,ap-southeast-1,WARM
2025-03-28T00:00:00.000,OBJ_0251,216.33,ARCHIVE_DOC,413,0,0.0071,238,us-west-2,HOT
2025-07-21T00:00:00.000,OBJ_1109,963.96,ARCHIVE_DOC,12,3,0.0023,151,us-east-1,WARM
2025-08-21T00:00:00.000,OBJ_0750,13.67,LOGS,15,1,0.0089,90,ap-southeast-1,WARM
2025-04-04T00:00:00.000,OBJ_0219,61.73,LOGS,199,0,0.011,97,eu-west-1,HOT
